POLICY_ID,POLICY_NUMBER,POLICYHOLDER_NAME,LINE_OF_BUSINESS,COVERAGE_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,PREMIUM_AMOUNT,DEDUCTIBLE_AMOUNT,COVERAGE_LIMIT,STATE,AGENCY_CODE,UNDERWRITER_ID,STATUS,CREATED_AT
POL-0006914,ENC-2026-006914,Policyholder_6914,Workers Compensation,Umbrella,2024-10-25,2024-12-30,6872.89,6034.84,360353.56,SC,AGN-177,UW-018,ACTIVE,2025-10-20 13:57:05
POL-0006915,ENC-2026-006915,Policyholder_6915,Workers Compensation,Collision,2024-11-29,2025-06-29,23179.42,7114.62,2721952.98,MD,AGN-170,UW-001,ACTIVE,2025-12-11 21:42:05
POL-0006916,ENC-2026-006916,Policyholder_6916,Commercial Auto,Comprehensive,2025-12-21,2026-03-02,44860.69,1092.58,1821062.65,PA,AGN-006,UW-021,ACTIVE,2025-12-14 16:12:05
POL-0006917,ENC-2026-006917,Policyholder_6917,Business Owners Policy,Comprehensive,2025-06-18,2025-09-27,20871.93,9455.91,3951815.53,MD,AGN-115,UW-014,ACTIVE,2025-09-03 07:22:05
POL-0006918,ENC-2026-006918,Policyholder_6918,Commercial Auto,Comprehensive,2024-09-18,2024-10-23,9148.87,8106.31,639744.19,OH,AGN-067,UW-004,ACTIVE,2026-01-21 05:24:05
POL-0006919,ENC-2026-006919,Policyholder_6919,Commercial Property,Medical Payments,2024-07-07,2025-03-11,45728.2,9651.92,4113854.07,OH,AGN-054,UW-018,ACTIVE,2026-01-25 11:55:05
POL-0006920,ENC-2026-006920,Policyholder_6920,Commercial Property,Property Damage,2026-04-23,2026-09-22,18796.07,4975.85,3206393.12,TN,AGN-014,UW-003,ACTIVE,2025-08-23 14:01:05
POL-0006921,ENC-2026-006921,Policyholder_6921,Business Owners Policy,Property Damage,2024-06-20,2025-03-18,25447.72,7564.82,4961522.76,NC,AGN-004,UW-022,ACTIVE,2025-05-29 01:43:05
POL-0006922,ENC-2026-006922,Policyholder_6922,General Liability,Property Damage,2025-09-01,2025-12-17,7976.92,8282.47,4963318.86,VA,AGN-146,UW-025,ACTIVE,2025-07-02 13:20:05
POL-0006923,ENC-2026-006923,Policyholder_6923,Workers Compensation,Collision,2025-05-05,2025-10-20,4551.33,8592.27,3835635.94,PA,AGN-065,UW-016,ACTIVE,2026-03-04 00:32:05
POL-0006924,ENC-2026-006924,Policyholder_6924,Commercial Property,Comprehensive,2024-10-07,2024-12-13,19804.28,6583.27,4133327.08,SC,AGN-180,UW-016,ACTIVE,2026-01-27 09:03:05
POL-0006925,ENC-2026-006925,Policyholder_6925,Workers Compensation,Comprehensive,2026-01-28,2026-08-10,19313.05,6804.26,2195447.05,TN,AGN-181,UW-014,ACTIVE,2025-10-28 12:30:05
POL-0006926,ENC-2026-006926,Policyholder_6926,Workers Compensation,Umbrella,2026-01-23,2026-05-08,37020.01,6507.6,4094461.82,VA,AGN-068,UW-017,ACTIVE,2025-12-09 11:24:05
POL-0006927,ENC-2026-006927,Policyholder_6927,Workers Compensation,Collision,2025-01-14,2025-08-06,30007.35,8402.65,173019.96,GA,AGN-060,UW-005,ACTIVE,2025-10-21 00:24:05
POL-0006928,ENC-2026-006928,Policyholder_6928,Commercial Property,Collision,2024-12-29,2025-12-19,47816.8,2510.29,3718544.57,OH,AGN-019,UW-015,ACTIVE,2025-07-19 04:21:05
POL-0006929,ENC-2026-006929,Policyholder_6929,Business Owners Policy,Medical Payments,2025-11-18,2026-02-02,31379.91,5119.36,4832040.44,IL,AGN-189,UW-030,ACTIVE,2026-01-26 15:27:05
POL-0006930,ENC-2026-006930,Policyholder_6930,Commercial Auto,Comprehensive,2025-05-20,2026-05-04,11869.94,2802.01,625300.68,NC,AGN-179,UW-003,ACTIVE,2025-06-03 19:09:05
POL-0006931,ENC-2026-006931,Policyholder_6931,Commercial Property,Bodily Injury,2025-03-28,2025-10-21,26001.8,9343.19,895949.01,NC,AGN-040,UW-020,ACTIVE,2026-02-14 08:13:05
POL-0006932,ENC-2026-006932,Policyholder_6932,Workers Compensation,Umbrella,2025-05-13,2026-02-28,43824.69,9268.89,1963506.92,OH,AGN-085,UW-005,ACTIVE,2026-05-07 21:03:05
POL-0006933,ENC-2026-006933,Policyholder_6933,Workers Compensation,Bodily Injury,2025-06-20,2026-04-25,19312.52,6858.51,3423636.29,IN,AGN-189,UW-007,ACTIVE,2025-09-09 04:38:05
POL-0006934,ENC-2026-006934,Policyholder_6934,Business Owners Policy,Medical Payments,2026-01-22,2026-08-21,43891.17,6226.36,4175645.55,TN,AGN-020,UW-017,ACTIVE,2025-08-27 16:23:05
POL-0006935,ENC-2026-006935,Policyholder_6935,Business Owners Policy,Property Damage,2024-08-08,2024-10-18,44982.8,5094.33,1991690.37,IN,AGN-093,UW-009,ACTIVE,2025-11-22 22:28:05
POL-0006936,ENC-2026-006936,Policyholder_6936,Business Owners Policy,Collision,2026-04-17,2027-04-04,3104.45,9829.37,4902916.52,NC,AGN-081,UW-003,ACTIVE,2026-03-11 16:01:05
POL-0006937,ENC-2026-006937,Policyholder_6937,Commercial Auto,Collision,2026-02-20,2026-10-23,30350.77,2587.29,1582663.17,TN,AGN-047,UW-028,ACTIVE,2025-06-09 10:24:05
POL-0006938,ENC-2026-006938,Policyholder_6938,Workers Compensation,Bodily Injury,2024-10-12,2025-05-12,40655.76,7256.23,692862.59,MD,AGN-136,UW-011,ACTIVE,2026-02-08 10:09:05
POL-0006939,ENC-2026-006939,Policyholder_6939,Commercial Property,Property Damage,2025-08-11,2025-11-01,32104.51,8063.97,1289739.16,NC,AGN-119,UW-030,ACTIVE,2026-01-26 08:49:05
POL-0006940,ENC-2026-006940,Policyholder_6940,Commercial Property,Medical Payments,2025-11-24,2026-06-08,12291.27,677.58,3564298.61,SC,AGN-058,UW-001,CANCELLED,2025-08-21 20:43:05
POL-0006941,ENC-2026-006941,Policyholder_6941,Commercial Property,Bodily Injury,2025-06-01,2025-10-22,16542.1,690.51,2270973.38,PA,AGN-180,UW-026,ACTIVE,2025-09-21 07:23:05
POL-0006942,ENC-2026-006942,Policyholder_6942,General Liability,Medical Payments,2026-01-26,2026-10-21,28440.76,907.91,4785846.86,PA,AGN-106,UW-027,ACTIVE,2025-07-31 22:55:05
POL-0006943,ENC-2026-006943,Policyholder_6943,Commercial Auto,Property Damage,2024-12-27,2025-04-12,7623.65,1338.16,4790567.52,WV,AGN-126,UW-006,ACTIVE,2025-12-21 18:23:05
POL-0006944,ENC-2026-006944,Policyholder_6944,General Liability,Bodily Injury,2024-10-20,2025-07-26,12078.42,789.82,1851794.37,SC,AGN-159,UW-030,ACTIVE,2025-10-07 08:57:05
POL-0006945,ENC-2026-006945,Policyholder_6945,General Liability,Property Damage,2025-08-21,2026-03-21,35046.73,1750.74,688720.68,TN,AGN-159,UW-014,ACTIVE,2026-04-04 23:30:05
POL-0006946,ENC-2026-006946,Policyholder_6946,General Liability,Comprehensive,2025-01-13,2025-02-26,2770.76,3607.62,3642202.78,KY,AGN-177,UW-003,ACTIVE,2025-10-06 15:20:05
POL-0006947,ENC-2026-006947,Policyholder_6947,Business Owners Policy,Comprehensive,2024-08-29,2025-02-13,12733.22,7117.77,620124.67,MD,AGN-131,UW-019,ACTIVE,2025-10-16 03:46:05
POL-0006948,ENC-2026-006948,Policyholder_6948,General Liability,Umbrella,2025-04-19,2025-10-20,16543.3,4116.94,1307663.13,IL,AGN-099,UW-001,ACTIVE,2025-07-06 10:36:05
POL-0006949,ENC-2026-006949,Policyholder_6949,Business Owners Policy,Property Damage,2025-06-15,2025-10-29,2941.74,5607.75,1717375.94,OH,AGN-148,UW-003,EXPIRED,2025-12-05 05:18:05
POL-0006950,ENC-2026-006950,Policyholder_6950,Commercial Property,Collision,2025-10-25,2026-08-06,35297.57,9078.25,2094370.93,WV,AGN-155,UW-018,EXPIRED,2026-02-24 15:40:05
POL-0006951,ENC-2026-006951,Policyholder_6951,Commercial Auto,Medical Payments,2026-04-13,2026-11-05,43207.6,1160.57,1019122.01,GA,AGN-069,UW-017,ACTIVE,2025-06-05 12:52:05
POL-0006952,ENC-2026-006952,Policyholder_6952,Business Owners Policy,Medical Payments,2026-02-22,2027-01-10,15127.57,9789.28,3573544.94,WV,AGN-199,UW-002,ACTIVE,2026-01-08 15:42:05
POL-0006953,ENC-2026-006953,Policyholder_6953,Business Owners Policy,Collision,2025-05-15,2026-02-24,9743.17,2123.73,482423.93,VA,AGN-172,UW-028,ACTIVE,2025-07-16 15:09:05
POL-0006954,ENC-2026-006954,Policyholder_6954,Commercial Property,Comprehensive,2026-01-25,2026-04-20,49761.62,7796.35,3878628.81,SC,AGN-196,UW-028,ACTIVE,2026-03-04 23:24:05
POL-0006955,ENC-2026-006955,Policyholder_6955,Workers Compensation,Bodily Injury,2025-09-10,2026-07-14,26675.91,3597.54,4886921.37,TN,AGN-045,UW-020,ACTIVE,2026-05-02 13:02:05
POL-0006956,ENC-2026-006956,Policyholder_6956,Workers Compensation,Property Damage,2025-12-07,2026-02-18,47374.95,3344.4,1862335.26,SC,AGN-117,UW-008,ACTIVE,2026-02-17 06:37:05
POL-0006957,ENC-2026-006957,Policyholder_6957,General Liability,Collision,2026-02-10,2026-04-05,23657.36,7374.58,4378522.21,IL,AGN-125,UW-024,ACTIVE,2025-10-24 00:40:05
POL-0006958,ENC-2026-006958,Policyholder_6958,General Liability,Bodily Injury,2024-07-07,2025-06-12,14894.03,512.14,3333487.04,OH,AGN-090,UW-001,EXPIRED,2026-03-16 22:56:05
POL-0006959,ENC-2026-006959,Policyholder_6959,Commercial Property,Umbrella,2026-01-18,2026-12-20,39042.58,5232.77,4377054.4,VA,AGN-102,UW-023,ACTIVE,2025-09-01 15:40:05
POL-0006960,ENC-2026-006960,Policyholder_6960,General Liability,Medical Payments,2026-02-18,2026-11-09,45970.8,9269.43,4517609.92,SC,AGN-186,UW-012,ACTIVE,2025-06-27 16:37:05
POL-0006961,ENC-2026-006961,Policyholder_6961,General Liability,Medical Payments,2025-01-16,2025-06-25,49603.65,2099.2,3800559.7,WV,AGN-142,UW-007,ACTIVE,2025-10-09 15:09:05
POL-0006962,ENC-2026-006962,Policyholder_6962,Commercial Auto,Bodily Injury,2026-02-08,2026-06-18,9732.28,7878.93,1540211.93,GA,AGN-074,UW-001,ACTIVE,2025-07-01 21:01:05
POL-0006963,ENC-2026-006963,Policyholder_6963,Workers Compensation,Medical Payments,2025-07-20,2026-02-16,19964.37,9318.09,4111005.64,TN,AGN-186,UW-029,ACTIVE,2025-07-20 16:29:05
POL-0006964,ENC-2026-006964,Policyholder_6964,General Liability,Medical Payments,2026-02-11,2026-11-20,38773.99,2174.62,2364931.82,WV,AGN-175,UW-001,ACTIVE,2026-01-10 03:11:05
POL-0006965,ENC-2026-006965,Policyholder_6965,Commercial Auto,Collision,2025-07-30,2026-01-22,45531.78,1670.95,2785361.42,WV,AGN-087,UW-022,ACTIVE,2025-11-18 02:23:05
POL-0006966,ENC-2026-006966,Policyholder_6966,General Liability,Umbrella,2025-06-15,2026-04-26,39573.82,5087.79,2907919.2,KY,AGN-095,UW-020,ACTIVE,2025-08-16 05:34:05
POL-0006967,ENC-2026-006967,Policyholder_6967,Commercial Property,Bodily Injury,2024-07-18,2025-06-08,46843.54,280.15,4013029.96,SC,AGN-113,UW-003,ACTIVE,2026-04-28 07:52:05
POL-0006968,ENC-2026-006968,Policyholder_6968,Commercial Property,Collision,2025-09-12,2026-04-01,28405.59,7706.19,2549256.15,SC,AGN-068,UW-024,ACTIVE,2026-01-04 08:18:05
POL-0006969,ENC-2026-006969,Policyholder_6969,Commercial Auto,Umbrella,2025-07-05,2026-05-28,19478.68,6724.45,1703059.88,IL,AGN-107,UW-001,ACTIVE,2026-02-20 00:00:05
POL-0006970,ENC-2026-006970,Policyholder_6970,Workers Compensation,Umbrella,2024-12-06,2025-08-11,15974.43,9956.13,1226791.28,OH,AGN-149,UW-014,ACTIVE,2026-03-29 16:32:05
POL-0006971,ENC-2026-006971,Policyholder_6971,Workers Compensation,Collision,2025-09-06,2026-03-04,40362.99,7736.89,1580876.96,MD,AGN-077,UW-003,ACTIVE,2025-08-13 11:17:05
POL-0006972,ENC-2026-006972,Policyholder_6972,Workers Compensation,Comprehensive,2025-06-24,2025-10-16,32037.86,2423.17,4675351.29,KY,AGN-121,UW-029,ACTIVE,2025-11-27 12:22:05
POL-0006973,ENC-2026-006973,Policyholder_6973,Commercial Auto,Medical Payments,2025-06-27,2025-09-07,13937.33,1441.48,3347125.86,WV,AGN-037,UW-006,ACTIVE,2025-07-24 10:57:05
POL-0006974,ENC-2026-006974,Policyholder_6974,Business Owners Policy,Comprehensive,2024-10-15,2025-05-23,22210.2,3915.78,472439.72,NC,AGN-180,UW-011,ACTIVE,2025-11-26 20:08:05
POL-0006975,ENC-2026-006975,Policyholder_6975,Business Owners Policy,Property Damage,2024-11-07,2025-10-14,42366.89,4551.89,3045665.97,IN,AGN-096,UW-015,ACTIVE,2026-01-03 03:13:05
POL-0006976,ENC-2026-006976,Policyholder_6976,Business Owners Policy,Umbrella,2026-03-26,2026-05-25,48820.65,9388.99,4822412.69,OH,AGN-135,UW-022,ACTIVE,2026-05-18 22:52:05
POL-0006977,ENC-2026-006977,Policyholder_6977,General Liability,Bodily Injury,2025-04-05,2026-01-14,13120.51,401.89,3988673.86,VA,AGN-080,UW-005,ACTIVE,2025-09-12 12:04:05
POL-0006978,ENC-2026-006978,Policyholder_6978,Workers Compensation,Collision,2024-08-17,2025-05-04,16388.5,1851.6,3959472.58,KY,AGN-087,UW-003,EXPIRED,2025-12-15 08:50:05
POL-0006979,ENC-2026-006979,Policyholder_6979,General Liability,Umbrella,2024-07-12,2025-01-10,24727.85,6024.26,1612372.61,IL,AGN-177,UW-027,ACTIVE,2025-05-31 16:59:05
POL-0006980,ENC-2026-006980,Policyholder_6980,Commercial Auto,Property Damage,2025-07-20,2025-12-02,14778.55,8366.93,4294744.29,IL,AGN-127,UW-012,ACTIVE,2025-07-10 01:21:05
POL-0006981,ENC-2026-006981,Policyholder_6981,Business Owners Policy,Medical Payments,2024-12-20,2025-04-22,19828.69,5313.51,1844433.16,KY,AGN-118,UW-014,EXPIRED,2026-05-10 10:00:05
POL-0006982,ENC-2026-006982,Policyholder_6982,Business Owners Policy,Comprehensive,2024-06-20,2024-12-31,23839.84,7184.94,3690759.21,WV,AGN-146,UW-022,ACTIVE,2026-04-13 03:28:05
POL-0006983,ENC-2026-006983,Policyholder_6983,Business Owners Policy,Medical Payments,2024-07-24,2025-07-22,2520.64,2983.91,4943888.31,PA,AGN-106,UW-024,ACTIVE,2025-11-23 15:24:05
POL-0006984,ENC-2026-006984,Policyholder_6984,General Liability,Medical Payments,2026-02-01,2026-12-01,26357.08,3811.66,4500163.54,OH,AGN-114,UW-013,ACTIVE,2025-08-20 16:18:05
POL-0006985,ENC-2026-006985,Policyholder_6985,General Liability,Collision,2026-04-24,2026-11-02,1669.92,7572.21,1414234.06,IL,AGN-031,UW-003,ACTIVE,2025-09-19 22:47:05
POL-0006986,ENC-2026-006986,Policyholder_6986,General Liability,Umbrella,2024-11-26,2025-05-19,22806.57,2680.64,4013201.34,NC,AGN-144,UW-027,ACTIVE,2025-12-19 03:38:05
POL-0006987,ENC-2026-006987,Policyholder_6987,General Liability,Umbrella,2026-03-22,2026-12-03,15469.35,8030.12,1177657.17,IL,AGN-082,UW-024,ACTIVE,2026-05-13 12:42:05
POL-0006988,ENC-2026-006988,Policyholder_6988,Commercial Property,Property Damage,2026-03-31,2026-11-06,41306.4,6690.64,2185962.38,OH,AGN-131,UW-029,ACTIVE,2025-06-29 19:52:05
POL-0006989,ENC-2026-006989,Policyholder_6989,Commercial Property,Medical Payments,2026-04-22,2026-07-19,4866.17,9563.82,2574014.9,GA,AGN-106,UW-023,ACTIVE,2026-05-03 11:23:05
POL-0006990,ENC-2026-006990,Policyholder_6990,General Liability,Medical Payments,2024-06-24,2025-02-10,2696.79,1879.41,3444352.12,IN,AGN-027,UW-020,ACTIVE,2025-08-21 04:41:05
POL-0006991,ENC-2026-006991,Policyholder_6991,Commercial Auto,Bodily Injury,2025-05-16,2025-09-06,26058.25,7022.35,2473591.82,WV,AGN-184,UW-013,ACTIVE,2026-03-25 16:38:05
POL-0006992,ENC-2026-006992,Policyholder_6992,Business Owners Policy,Collision,2024-09-25,2024-12-29,44480.83,9308.95,1293879.2,WV,AGN-116,UW-004,ACTIVE,2025-08-25 22:04:05
POL-0006993,ENC-2026-006993,Policyholder_6993,Commercial Property,Property Damage,2025-09-21,2025-10-28,26021.97,9516.97,4899382.58,KY,AGN-038,UW-011,ACTIVE,2026-01-12 19:06:05
POL-0006994,ENC-2026-006994,Policyholder_6994,Commercial Property,Umbrella,2026-04-17,2026-09-02,36652.01,5219.68,3911744.25,MD,AGN-055,UW-009,ACTIVE,2025-12-15 05:37:05
POL-0006995,ENC-2026-006995,Policyholder_6995,Business Owners Policy,Umbrella,2025-07-09,2026-05-23,29751.96,4676.27,817236.78,IL,AGN-193,UW-022,ACTIVE,2025-08-02 00:57:05
POL-0006996,ENC-2026-006996,Policyholder_6996,Commercial Property,Collision,2026-01-30,2026-09-24,34865.02,2766.97,1940708.93,SC,AGN-161,UW-007,ACTIVE,2026-02-20 07:34:05
POL-0006997,ENC-2026-006997,Policyholder_6997,General Liability,Comprehensive,2025-09-09,2025-11-19,48270.0,5158.49,3225226.41,TN,AGN-098,UW-018,ACTIVE,2025-06-02 16:43:05
POL-0006998,ENC-2026-006998,Policyholder_6998,Business Owners Policy,Medical Payments,2025-04-11,2026-02-01,4769.52,4444.93,952141.96,NC,AGN-058,UW-011,ACTIVE,2025-10-12 10:43:05
POL-0006999,ENC-2026-006999,Policyholder_6999,Workers Compensation,Property Damage,2024-11-19,2025-05-18,41419.91,9880.08,3937883.74,NC,AGN-138,UW-007,ACTIVE,2026-02-12 17:05:05
POL-0007000,ENC-2026-007000,Policyholder_7000,Workers Compensation,Collision,2025-07-28,2025-11-26,9319.81,2564.4,2612036.72,VA,AGN-041,UW-015,ACTIVE,2026-04-30 10:40:05
POL-0007001,ENC-2026-007001,Policyholder_7001,Commercial Auto,Medical Payments,2025-06-23,2025-12-12,45488.39,1160.75,4658717.9,WV,AGN-065,UW-008,ACTIVE,2026-03-07 20:09:05
POL-0007002,ENC-2026-007002,Policyholder_7002,General Liability,Property Damage,2025-05-21,2026-03-17,36083.4,4895.55,4207720.98,SC,AGN-067,UW-021,ACTIVE,2026-03-10 08:02:05
POL-0007003,ENC-2026-007003,Policyholder_7003,General Liability,Collision,2024-06-02,2025-02-10,32643.94,4305.16,1008937.24,SC,AGN-134,UW-012,ACTIVE,2026-03-19 03:41:05
POL-0007004,ENC-2026-007004,Policyholder_7004,Workers Compensation,Comprehensive,2024-05-25,2024-09-06,853.96,7040.45,522482.18,WV,AGN-007,UW-004,ACTIVE,2026-01-28 21:03:05
POL-0007005,ENC-2026-007005,Policyholder_7005,Commercial Auto,Comprehensive,2025-11-04,2026-08-08,17245.37,7766.44,4069213.32,KY,AGN-162,UW-006,ACTIVE,2026-04-15 21:56:05
POL-0007006,ENC-2026-007006,Policyholder_7006,Business Owners Policy,Property Damage,2024-12-24,2025-09-30,1057.0,5130.12,4332926.09,KY,AGN-145,UW-007,CANCELLED,2025-07-20 20:10:05
POL-0007007,ENC-2026-007007,Policyholder_7007,Commercial Property,Collision,2025-08-17,2025-10-13,25220.96,8100.21,866794.46,IN,AGN-078,UW-019,ACTIVE,2026-02-19 00:13:05
POL-0007008,ENC-2026-007008,Policyholder_7008,Business Owners Policy,Bodily Injury,2024-07-29,2024-09-25,14154.61,1229.83,2336010.12,SC,AGN-035,UW-012,ACTIVE,2025-06-13 20:53:05
POL-0007009,ENC-2026-007009,Policyholder_7009,Workers Compensation,Comprehensive,2025-12-22,2026-02-13,11252.15,6429.33,3456046.63,GA,AGN-070,UW-007,ACTIVE,2025-09-07 00:52:05
POL-0007010,ENC-2026-007010,Policyholder_7010,General Liability,Comprehensive,2024-07-29,2024-10-13,39156.96,2905.62,4297695.56,SC,AGN-167,UW-029,ACTIVE,2026-03-26 04:08:05
POL-0007011,ENC-2026-007011,Policyholder_7011,General Liability,Comprehensive,2024-12-16,2025-03-29,10091.21,8021.88,2352298.55,NC,AGN-018,UW-007,ACTIVE,2025-10-16 14:07:05
POL-0007012,ENC-2026-007012,Policyholder_7012,Commercial Auto,Umbrella,2025-12-28,2026-03-26,30592.51,3655.67,1835428.69,PA,AGN-153,UW-022,ACTIVE,2026-04-16 21:02:05
POL-0007013,ENC-2026-007013,Policyholder_7013,Business Owners Policy,Comprehensive,2025-01-11,2025-11-18,17449.09,3585.02,1995017.53,PA,AGN-032,UW-024,ACTIVE,2025-05-29 07:50:05
POL-0007014,ENC-2026-007014,Policyholder_7014,Commercial Auto,Medical Payments,2025-04-08,2025-08-30,1920.68,1933.89,1089188.9,VA,AGN-147,UW-007,ACTIVE,2026-04-27 21:44:05
POL-0007015,ENC-2026-007015,Policyholder_7015,Workers Compensation,Property Damage,2025-04-14,2026-01-05,33792.58,6246.66,4026459.31,NC,AGN-006,UW-024,EXPIRED,2025-06-20 22:46:05
POL-0007016,ENC-2026-007016,Policyholder_7016,Commercial Property,Medical Payments,2024-12-25,2025-09-26,13323.55,3359.92,1134355.2,IN,AGN-122,UW-021,CANCELLED,2026-05-13 16:30:05
POL-0007017,ENC-2026-007017,Policyholder_7017,Commercial Property,Umbrella,2025-01-06,2025-10-11,42802.19,7753.25,2316051.39,GA,AGN-144,UW-021,EXPIRED,2025-09-15 21:52:05
POL-0007018,ENC-2026-007018,Policyholder_7018,General Liability,Collision,2024-10-20,2025-07-09,17342.8,713.35,3148648.83,IN,AGN-191,UW-006,ACTIVE,2026-02-08 09:06:05
POL-0007019,ENC-2026-007019,Policyholder_7019,General Liability,Collision,2025-07-09,2026-04-27,21351.88,3354.52,3107577.89,TN,AGN-029,UW-018,EXPIRED,2026-02-07 16:12:05
POL-0007020,ENC-2026-007020,Policyholder_7020,Commercial Property,Bodily Injury,2025-09-17,2026-08-14,3998.51,3531.94,1775231.85,WV,AGN-055,UW-029,ACTIVE,2025-07-26 00:08:05
POL-0007021,ENC-2026-007021,Policyholder_7021,Commercial Property,Property Damage,2025-08-29,2025-11-21,18175.82,1159.73,3657355.9,KY,AGN-011,UW-021,ACTIVE,2025-09-20 02:31:05
POL-0007022,ENC-2026-007022,Policyholder_7022,Commercial Property,Property Damage,2025-12-18,2026-04-10,36785.48,5896.1,2812096.81,GA,AGN-114,UW-001,ACTIVE,2025-09-03 01:26:05
POL-0007023,ENC-2026-007023,Policyholder_7023,Commercial Property,Bodily Injury,2025-05-19,2025-07-12,26606.36,8393.86,3078781.28,IN,AGN-191,UW-008,ACTIVE,2026-03-21 19:47:05
POL-0007024,ENC-2026-007024,Policyholder_7024,Commercial Property,Bodily Injury,2025-03-13,2025-04-23,11723.11,2940.09,4788764.06,IN,AGN-044,UW-013,ACTIVE,2025-08-01 20:33:05
POL-0007025,ENC-2026-007025,Policyholder_7025,Commercial Auto,Comprehensive,2025-12-11,2026-09-24,12831.64,3046.04,1496063.78,NC,AGN-156,UW-013,ACTIVE,2025-07-19 20:21:05
POL-0007026,ENC-2026-007026,Policyholder_7026,General Liability,Property Damage,2024-09-10,2024-12-06,29090.87,2601.78,2926589.39,SC,AGN-192,UW-024,ACTIVE,2025-06-14 04:02:05
POL-0007027,ENC-2026-007027,Policyholder_7027,Commercial Auto,Property Damage,2026-02-21,2026-08-08,768.79,9849.97,4462894.48,MD,AGN-065,UW-019,ACTIVE,2026-02-27 14:40:05
POL-0007028,ENC-2026-007028,Policyholder_7028,Commercial Auto,Bodily Injury,2024-07-30,2024-11-18,47464.55,7968.12,319045.16,PA,AGN-148,UW-025,ACTIVE,2025-08-08 05:28:05
POL-0007029,ENC-2026-007029,Policyholder_7029,Commercial Property,Property Damage,2026-03-22,2026-10-06,15216.39,9062.99,1135174.36,IN,AGN-027,UW-029,ACTIVE,2026-04-21 00:05:05
POL-0007030,ENC-2026-007030,Policyholder_7030,Workers Compensation,Property Damage,2025-02-10,2025-11-16,7297.63,966.49,2397040.16,VA,AGN-083,UW-007,ACTIVE,2025-11-24 23:43:05
POL-0007031,ENC-2026-007031,Policyholder_7031,Commercial Auto,Medical Payments,2024-05-27,2024-09-19,33636.66,9299.54,2420841.94,KY,AGN-137,UW-009,ACTIVE,2025-07-19 17:53:05
POL-0007032,ENC-2026-007032,Policyholder_7032,Workers Compensation,Bodily Injury,2024-07-14,2025-05-21,15613.28,1045.84,3916780.03,KY,AGN-159,UW-013,ACTIVE,2026-03-28 04:22:05
POL-0007033,ENC-2026-007033,Policyholder_7033,Business Owners Policy,Medical Payments,2025-06-28,2026-02-20,13088.59,4541.66,1153624.9,MD,AGN-142,UW-030,ACTIVE,2025-08-08 13:20:05
POL-0007034,ENC-2026-007034,Policyholder_7034,Commercial Property,Bodily Injury,2026-04-10,2026-06-21,47741.69,9345.27,753504.36,WV,AGN-097,UW-005,EXPIRED,2025-09-04 18:57:05
POL-0007035,ENC-2026-007035,Policyholder_7035,Commercial Auto,Comprehensive,2025-06-01,2025-07-11,28565.2,1486.31,1073053.91,IN,AGN-125,UW-004,ACTIVE,2026-04-12 12:37:05
POL-0007036,ENC-2026-007036,Policyholder_7036,Commercial Property,Property Damage,2025-01-05,2025-07-16,47333.29,7840.32,330569.89,KY,AGN-115,UW-024,ACTIVE,2026-05-07 17:44:05
POL-0007037,ENC-2026-007037,Policyholder_7037,Commercial Auto,Umbrella,2025-08-18,2025-09-28,19869.86,6626.16,3305051.59,MD,AGN-032,UW-022,ACTIVE,2025-09-06 16:44:05
POL-0007038,ENC-2026-007038,Policyholder_7038,General Liability,Umbrella,2025-07-18,2025-08-21,26846.06,1503.01,886948.68,OH,AGN-011,UW-020,ACTIVE,2025-12-07 12:56:05
